destination,Country,Continent,type,cost,Best Season,rating,Annual Visitors (M),UNESCO Site,activities,duration,total_cost,type_encoded,continent_encoded
Crystal Temple,Kenya,Africa,Historical,143.77,Winter,4.1,9.82,No,"Skiing,Beach Volley,Museum",7,1006.3900000000001,3,0
Ancient Park,New Zealand,Oceania,Beach,206.3,Spring,4.5,6.09,No,Museum,4,825.2,1,4
Sacred Plaza,Kenya,Africa,Religious,77.6,Winter,4.2,2.43,No,"Shopping,Surfing,Beach Volley",14,1086.3999999999999,5,0
Golden Plaza,Mexico,North America,Nature,120.22,Spring,4.9,5.36,No,Sightseeing,13,1562.86,4,3
Golden Beach,China,Asia,Adventure,285.8,Spring,4.4,8.72,No,"Sightseeing,Shopping",6,1714.8000000000002,0,1
Hidden Park,Brazil,South America,City,147.26,Autumn,4.6,8.36,No,"Museum,Surfing,Trekking",13,1914.3799999999999,2,5
Serene Canyon,New Zealand,Oceania,Religious,170.73,Winter,4.9,9.58,No,Food Tour,9,1536.57,5,4
Mystic Forest,India,Asia,City,140.13,Summer,4.5,8.61,Yes,"Beach Volley,Trekking",7,980.91,2,1
Sacred Canyon,Greece,Europe,Adventure,208.29,Summer,4.4,8.98,No,"Sightseeing,Museum,Trekking",8,1666.32,0,2
Lush Ruins,Germany,Europe,City,179.68,Spring,3.6,6.45,Yes,"Skiing,Shopping,Beach Volley",3,539.04,2,2
Crystal Pagoda,Italy,Europe,City,247.85,Spring,4.4,7.37,No,Museum,12,2974.2,2,2
Hidden Forest,South Africa,Africa,Nature,111.36,Spring,4.6,3.34,Yes,Beach Volley,14,1559.04,4,0
Mystic Plaza,Mexico,North America,City,207.27,Summer,4.3,3.15,No,"Skiing,Shopping",6,1243.6200000000001,2,3
Serene Temple,New Zealand,Oceania,Nature,197.66,Autumn,4.7,3.3,Yes,"Surfing,Shopping,Skiing",6,1185.96,4,4
Serene Park,Kenya,Africa,Historical,175.75,Spring,4.7,1.86,No,"Museum,Surfing,Shopping",7,1230.25,3,0
Hidden Pagoda,Australia,Oceania,Adventure,190.02,Summer,4.7,6.76,Yes,"Trekking,Skiing",6,1140.1200000000001,0,4
Hidden Plaza,Mexico,North America,Religious,179.23,Winter,4.6,6.33,No,Surfing,7,1254.61,5,3
Crystal Beach,Greece,Europe,Adventure,148.67,Spring,4.2,1.24,No,"Food Tour,Beach Volley",13,1932.7099999999998,0,2
Crystal Temple,Australia,Oceania,Historical,67.99,Autumn,4.0,1.13,No,"Shopping,Trekking",5,339.95,3,4
Mystic Forest,Peru,South America,Nature,110.38,Summer,4.4,8.18,No,"Food Tour,Trekking,Shopping",3,331.14,4,5
Serene Plaza,New Zealand,Oceania,Beach,151.51,Summer,4.7,3.35,Yes,"Museum,Food Tour",14,2121.14,1,4
Ancient Ruins,Greece,Europe,City,150.06,Autumn,4.3,8.05,No,"Food Tour,Skiing,Sightseeing",13,1950.78,2,2
Ancient Beach,France,Europe,Adventure,141.04,Spring,4.5,1.19,Yes,Surfing,4,564.16,0,2
Serene Canyon,USA,North America,Historical,69.62,Summer,4.3,2.71,No,"Beach Volley,Shopping",5,348.1,3,3
Grand Falls,Thailand,Asia,Adventure,193.65,Autumn,4.3,9.33,No,"Food Tour,Skiing",14,2711.1,0,1
Ancient Park,France,Europe,Adventure,191.47,Summer,4.4,3.55,No,Museum,10,1914.7,0,2
Sacred Valley,Italy,Europe,Religious,72.96,Summer,4.5,6.58,No,"Surfing,Sightseeing,Trekking",12,875.52,5,2
Crystal Pagoda,Argentina,South America,Religious,153.0,Spring,4.6,3.9,No,"Beach Volley,Skiing,Museum",10,1530.0,5,5
Sacred Temple,China,Asia,Adventure,107.27,Summer,4.6,8.94,No,"Museum,Surfing",5,536.35,0,1
Sacred Canyon,Germany,Europe,Religious,30.0,Autumn,4.6,6.07,No,Trekking,12,360.0,5,2
Hidden Beach,Morocco,Africa,City,117.55,Spring,4.6,6.98,No,"Museum,Food Tour",14,1645.7,2,0
Golden Park,New Zealand,Oceania,Nature,190.36,Winter,4.2,8.31,Yes,"Beach Volley,Skiing",11,2093.96,4,4
Hidden Temple,Egypt,Africa,Adventure,161.83,Summer,4.9,5.44,No,"Food Tour,Trekking,Museum",13,2103.79,0,0
Serene Park,Thailand,Asia,Religious,169.62,Winter,4.3,3.08,Yes,Museum,11,1865.8200000000002,5,1
Golden Forest,Brazil,South America,City,58.33,Summer,4.5,1.77,Yes,Beach Volley,10,583.3,2,5
Ancient Canyon,India,Asia,Religious,123.8,Summer,4.5,7.61,Yes,"Beach Volley,Skiing",5,619.0,5,1
Hidden Ruins,Greece,Europe,City,118.69,Autumn,4.5,3.12,No,Beach Volley,10,1186.9,2,2
Ancient Temple,Kenya,Africa,Religious,133.61,Winter,4.5,8.47,Yes,Skiing,14,1870.5400000000002,5,0
Crystal Park,Peru,South America,Adventure,107.08,Autumn,4.8,1.47,No,Food Tour,4,428.32,0,5
Grand Ruins,Germany,Europe,Nature,82.71,Spring,4.3,8.51,No,Beach Volley,6,496.26,4,2
Grand Canyon,France,Europe,Historical,201.37,Winter,4.3,8.97,No,"Trekking,Museum,Sightseeing",10,2013.7,3,2
Lush Pagoda,Japan,Asia,City,192.54,Spring,4.5,4.08,No,"Skiing,Food Tour,Trekking",3,577.62,2,1
Mystic Park,Japan,Asia,Historical,146.72,Autumn,5.0,4.18,No,"Surfing,Beach Volley,Food Tour",5,733.6,3,1
Serene Canyon,Spain,Europe,Historical,221.14,Winter,4.8,0.54,No,Museum,3,663.42,3,2
Sacred Beach,Morocco,Africa,Beach,176.11,Summer,4.3,6.83,No,"Museum,Sightseeing",7,1232.77,1,0
Serene Beach,South Africa,Africa,Nature,154.43,Autumn,4.6,3.33,No,"Food Tour,Trekking",4,617.72,4,0
Mystic Falls,New Zealand,Oceania,Historical,160.17,Autumn,4.4,6.62,No,"Trekking,Shopping",5,800.8499999999999,3,4
Sacred Forest,China,Asia,City,143.03,Spring,4.4,9.59,Yes,Sightseeing,4,572.12,2,1
Serene Park,Spain,Europe,Adventure,30.0,Spring,4.5,4.85,No,"Sightseeing,Food Tour,Trekking",11,330.0,0,2
Mystic Park,Kenya,Africa,City,122.47,Winter,4.1,4.01,No,"Museum,Surfing,Shopping",6,734.8199999999999,2,0
Lush Falls,South Africa,Africa,Religious,211.76,Winter,4.4,8.58,No,"Skiing,Shopping,Surfing",8,1694.08,5,0
Crystal Falls,Italy,Europe,City,181.11,Autumn,4.2,4.99,Yes,"Shopping,Trekking,Skiing",11,1992.21,2,2
Hidden Plaza,Mexico,North America,Beach,136.35,Winter,4.6,6.94,No,"Trekking,Surfing",11,1499.85,1,3
Hidden Valley,Vietnam,Asia,Adventure,72.31,Summer,4.7,1.8,Yes,"Skiing,Museum",7,506.17,0,1
Crystal Park,Australia,Oceania,Religious,213.73,Spring,4.7,3.5,No,"Beach Volley,Museum,Skiing",12,2564.7599999999998,5,4
Grand Falls,New Zealand,Oceania,Nature,90.53,Winter,5.0,7.28,No,Surfing,3,271.59000000000003,4,4
Grand Temple,South Africa,Africa,Religious,159.61,Summer,4.5,3.23,No,"Trekking,Shopping",6,957.6600000000001,5,0
Hidden Pagoda,Australia,Oceania,Adventure,122.79,Spring,4.5,1.56,No,"Beach Volley,Skiing,Trekking",3,368.37,0,4
Mystic Pagoda,Vietnam,Asia,Nature,62.81,Summer,4.5,8.44,No,Shopping,6,376.86,4,1
Crystal Temple,USA,North America,City,138.57,Summer,4.2,5.18,No,"Trekking,Food Tour,Sightseeing",6,831.42,2,3
Ancient Temple,Germany,Europe,City,188.95,Winter,3.8,6.15,No,"Shopping,Trekking",3,566.8499999999999,2,2
Lush Pagoda,Thailand,Asia,Historical,149.04,Summer,4.4,9.65,No,Skiing,12,1788.48,3,1
Grand Beach,Canada,North America,Nature,250.9,Winter,4.6,3.46,No,"Beach Volley,Museum,Sightseeing",12,3010.8,4,3
Mystic Ruins,Mexico,North America,Beach,185.77,Winter,4.7,5.45,No,Surfing,5,928.85,1,3
Mystic Beach,Morocco,Africa,Nature,138.12,Summer,4.6,3.02,No,Trekking,12,1657.44,4,0
Grand Park,USA,North America,Historical,155.09,Winter,5.0,3.81,No,"Skiing,Beach Volley",12,1861.08,3,3
Crystal Valley,South Africa,Africa,Religious,199.43,Summer,4.1,9.75,No,"Shopping,Food Tour",6,1196.58,5,0
Mystic Temple,Canada,North America,Adventure,158.67,Autumn,4.6,7.91,No,"Trekking,Food Tour",7,1110.6899999999998,0,3
Mystic Park,Thailand,Asia,Nature,36.33,Winter,4.2,3.38,No,"Surfing,Skiing,Food Tour",5,181.64999999999998,4,1
Hidden Pagoda,Kenya,Africa,Nature,144.84,Spring,4.0,7.6,Yes,Sightseeing,3,434.52,4,0
Grand Ruins,Egypt,Africa,Nature,115.25,Summer,4.5,9.6,Yes,"Sightseeing,Skiing,Museum",10,1152.5,4,0
Sacred Plaza,Greece,Europe,Beach,151.04,Winter,4.6,9.65,No,Food Tour,14,2114.56,1,2
Golden Forest,Germany,Europe,Nature,139.71,Summer,4.3,2.64,Yes,"Sightseeing,Surfing,Shopping",13,1816.23,4,2
Mystic Park,Australia,Oceania,Beach,131.24,Summer,4.4,6.41,No,"Skiing,Food Tour,Sightseeing",12,1574.88,1,4
Hidden Beach,New Zealand,Oceania,Beach,169.66,Autumn,4.9,1.9,No,Skiing,7,1187.62,1,4
Lush Plaza,Australia,Oceania,Adventure,174.91,Winter,4.8,4.19,No,Museum,11,1924.01,0,4
Crystal Pagoda,Japan,Asia,Nature,91.5,Summer,4.8,3.78,No,Trekking,8,732.0,4,1
Sacred Plaza,Mexico,North America,Beach,138.3,Spring,4.6,4.96,No,Surfing,14,1936.2000000000003,1,3
Golden Park,Brazil,South America,City,166.5,Summer,4.7,1.09,No,"Shopping,Surfing,Museum",5,832.5,2,5
Serene Falls,Australia,Oceania,Beach,108.24,Summer,5.0,1.78,No,"Food Tour,Trekking,Surfing",11,1190.6399999999999,1,4
Crystal Canyon,Thailand,Asia,Historical,151.89,Summer,4.7,2.8,Yes,"Trekking,Surfing",11,1670.79,3,1
Grand Temple,New Zealand,Oceania,Adventure,251.18,Spring,4.5,1.22,No,Shopping,9,2260.62,0,4
Sacred Forest,Thailand,Asia,Nature,192.08,Autumn,4.3,4.87,Yes,Trekking,9,1728.72,4,1
Grand Ruins,Vietnam,Asia,Historical,39.41,Spring,5.0,0.92,No,"Beach Volley,Museum,Shopping",12,472.91999999999996,3,1
Mystic Valley,Kenya,Africa,Beach,139.96,Winter,4.1,2.49,No,"Sightseeing,Shopping",3,419.88,1,0
Sacred Park,Canada,North America,Nature,128.54,Autumn,4.7,9.63,No,"Surfing,Museum,Food Tour",11,1413.9399999999998,4,3
Golden Valley,Kenya,Africa,Religious,152.4,Summer,4.6,2.97,Yes,"Sightseeing,Skiing,Museum",12,1828.8000000000002,5,0
Crystal Temple,Germany,Europe,Adventure,251.22,Autumn,4.1,1.19,Yes,"Museum,Beach Volley,Food Tour",13,3265.86,0,2
Grand Park,Japan,Asia,Beach,158.14,Summer,4.5,2.31,No,"Surfing,Museum",5,790.6999999999999,1,1
Golden Ruins,Morocco,Africa,Nature,171.29,Spring,4.5,7.69,No,"Beach Volley,Trekking",11,1884.1899999999998,4,0
Sacred Canyon,Morocco,Africa,Adventure,145.76,Autumn,4.1,7.32,Yes,Beach Volley,8,1166.08,0,0
Golden Falls,Canada,North America,Beach,185.99,Winter,4.1,6.83,No,Trekking,14,2603.86,1,3
Ancient Canyon,Mexico,North America,Religious,161.61,Summer,4.1,7.83,No,"Food Tour,Museum",12,1939.3200000000002,5,3
Serene Forest,China,Asia,Historical,134.35,Autumn,4.5,0.59,No,"Museum,Skiing,Trekking",12,1612.1999999999998,3,1
Sacred Canyon,France,Europe,Religious,180.92,Summer,4.4,2.67,No,"Shopping,Surfing,Sightseeing",8,1447.36,5,2
Crystal Temple,New Zealand,Oceania,Nature,87.48,Spring,4.7,3.56,No,"Skiing,Surfing",3,262.44,4,4
Golden Canyon,Egypt,Africa,City,173.48,Autumn,4.7,1.41,No,"Shopping,Beach Volley,Trekking",5,867.4,2,0
Sacred Canyon,USA,North America,Adventure,128.16,Summer,4.5,5.07,No,"Food Tour,Surfing",12,1537.92,0,3
Crystal Pagoda,Peru,South America,Beach,110.19,Spring,4.6,3.24,No,Trekking,9,991.71,1,5
Hidden Pagoda,China,Asia,Nature,187.21,Autumn,4.4,9.94,No,"Skiing,Beach Volley,Shopping",5,936.0500000000001,4,1
Crystal Valley,Kenya,Africa,Adventure,82.79,Summer,4.0,7.67,No,Food Tour,14,1159.0600000000002,0,0
Serene Falls,China,Asia,Religious,56.67,Winter,4.8,7.98,No,Sightseeing,3,170.01,5,1
Crystal Temple,Thailand,Asia,Historical,170.32,Summer,4.0,3.91,No,"Surfing,Beach Volley",11,1873.52,3,1
Hidden Valley,Argentina,South America,Beach,89.44,Autumn,4.7,2.32,No,"Trekking,Skiing,Beach Volley",9,804.96,1,5
Serene Park,New Zealand,Oceania,City,73.69,Autumn,4.5,0.87,No,"Beach Volley,Surfing",8,589.52,2,4
Serene Temple,Brazil,South America,City,129.65,Winter,4.7,9.53,No,"Shopping,Beach Volley",11,1426.15,2,5
Serene Park,Mexico,North America,Historical,72.99,Winter,5.0,6.01,Yes,"Museum,Shopping,Beach Volley",14,1021.8599999999999,3,3
Ancient Pagoda,Japan,Asia,City,230.86,Summer,4.5,3.18,Yes,Trekking,9,2077.7400000000002,2,1
Hidden Park,Egypt,Africa,Beach,188.96,Summer,4.4,9.49,No,"Museum,Trekking",10,1889.6000000000001,1,0
Sacred Canyon,Peru,South America,Adventure,140.54,Spring,4.8,7.91,No,Surfing,12,1686.48,0,5
Grand Pagoda,China,Asia,City,131.96,Winter,3.5,2.44,Yes,"Museum,Beach Volley",3,395.88,2,1
Mystic Pagoda,New Zealand,Oceania,Beach,87.38,Spring,4.6,3.65,No,"Food Tour,Museum,Skiing",11,961.18,1,4
Golden Beach,Greece,Europe,Religious,131.69,Autumn,4.6,1.18,No,Surfing,4,526.76,5,2
Hidden Falls,Kenya,Africa,City,30.0,Autumn,4.6,8.2,No,"Shopping,Food Tour,Surfing",7,210.0,2,0
Serene Canyon,Egypt,Africa,Historical,126.07,Winter,4.8,7.09,No,Trekking,7,882.49,3,0
Lush Plaza,Vietnam,Asia,Nature,184.01,Spring,4.9,1.94,No,"Skiing,Sightseeing",6,1104.06,4,1
Grand Canyon,Canada,North America,Adventure,155.47,Spring,4.8,3.18,No,Skiing,8,1243.76,0,3
Serene Valley,India,Asia,City,124.79,Winter,4.5,1.71,No,"Sightseeing,Surfing",12,1497.48,2,1
Serene Ruins,Brazil,South America,City,184.51,Autumn,3.7,1.02,No,Trekking,13,2398.63,2,5
Lush Ruins,Germany,Europe,Adventure,95.64,Summer,4.2,2.69,Yes,Food Tour,7,669.48,0,2
Crystal Canyon,Morocco,Africa,Nature,210.87,Spring,4.7,8.56,No,"Beach Volley,Shopping,Skiing",6,1265.22,4,0
Mystic Beach,New Zealand,Oceania,Nature,63.71,Summer,4.3,3.59,No,"Surfing,Skiing,Beach Volley",3,191.13,4,4
Ancient Pagoda,Canada,North America,Historical,193.18,Autumn,4.7,2.23,No,"Skiing,Museum,Food Tour",8,1545.44,3,3
Sacred Canyon,Peru,South America,Historical,189.17,Spring,4.4,8.16,No,Skiing,11,2080.87,3,5
Serene Park,Japan,Asia,Beach,222.99,Autumn,4.0,6.78,Yes,Sightseeing,8,1783.92,1,1
Crystal Falls,South Africa,Africa,Religious,154.27,Winter,4.3,7.24,No,"Sightseeing,Trekking,Shopping",3,462.81000000000006,5,0
Lush Valley,Peru,South America,Religious,174.02,Autumn,4.3,6.05,No,"Surfing,Shopping,Museum",13,2262.26,5,5
Mystic Ruins,China,Asia,Nature,182.52,Spring,4.0,3.32,No,"Trekking,Skiing",4,730.08,4,1
Grand Valley,Morocco,Africa,Historical,198.52,Autumn,4.7,1.47,No,"Shopping,Beach Volley,Museum",9,1786.68,3,0
Hidden Canyon,Spain,Europe,City,249.78,Spring,5.0,4.01,Yes,"Beach Volley,Skiing",11,2747.58,2,2
Lush Falls,Brazil,South America,Nature,204.1,Autumn,4.8,4.89,Yes,"Surfing,Trekking,Shopping",10,2041.0,4,5
Mystic Beach,South Africa,Africa,Nature,161.5,Autumn,4.6,7.43,No,Skiing,13,2099.5,4,0
Ancient Temple,Germany,Europe,Religious,128.87,Winter,4.7,8.17,No,Surfing,8,1030.96,5,2
Lush Forest,USA,North America,Adventure,122.08,Summer,4.2,3.69,Yes,"Skiing,Surfing",10,1220.8,0,3
Ancient Valley,Italy,Europe,Beach,202.91,Autumn,4.8,5.84,No,Shopping,10,2029.1,1,2
Grand Canyon,Brazil,South America,Nature,149.72,Winter,4.7,4.11,Yes,Food Tour,6,898.3199999999999,4,5
Mystic Ruins,Mexico,North America,City,172.71,Spring,4.3,7.48,No,Surfing,13,2245.23,2,3
Hidden Falls,Australia,Oceania,City,135.3,Summer,4.5,8.47,Yes,"Shopping,Trekking",8,1082.4,2,4
Mystic Forest,Vietnam,Asia,Adventure,146.99,Spring,4.6,2.73,No,Shopping,14,2057.86,0,1
Grand Forest,USA,North America,Nature,194.52,Autumn,4.7,5.69,No,Museum,7,1361.64,4,3
Lush Forest,Morocco,Africa,Religious,240.96,Spring,4.5,8.7,No,Beach Volley,11,2650.56,5,0
Grand Canyon,Mexico,North America,Beach,174.6,Autumn,4.3,5.75,No,"Trekking,Shopping,Sightseeing",9,1571.3999999999999,1,3
Mystic Falls,Germany,Europe,Historical,100.18,Summer,4.4,8.72,Yes,Museum,14,1402.52,3,2
Lush Pagoda,Argentina,South America,Adventure,126.06,Summer,4.2,3.26,No,"Beach Volley,Surfing,Museum",14,1764.8400000000001,0,5
Serene Beach,Argentina,South America,Beach,168.83,Autumn,4.7,8.07,No,Museum,13,2194.79,1,5
Sacred Plaza,New Zealand,Oceania,Historical,184.18,Winter,4.1,5.93,No,Food Tour,11,2025.98,3,4
Grand Plaza,China,Asia,City,153.49,Winter,4.3,3.23,No,Surfing,6,920.94,2,1
Serene Forest,Mexico,North America,Historical,98.53,Summer,4.1,6.4,No,"Trekking,Sightseeing,Skiing",10,985.3,3,3
Sacred Canyon,Egypt,Africa,Religious,210.89,Spring,4.2,4.34,Yes,Surfing,6,1265.34,5,0
Crystal Valley,Thailand,Asia,City,123.21,Summer,4.0,7.01,Yes,"Surfing,Food Tour",10,1232.1,2,1
Lush Temple,Morocco,Africa,Adventure,128.39,Autumn,4.5,4.05,Yes,Sightseeing,12,1540.6799999999998,0,0
Sacred Beach,Peru,South America,Beach,158.0,Winter,4.7,6.88,Yes,"Sightseeing,Shopping,Trekking",7,1106.0,1,5
Lush Beach,USA,North America,Beach,90.73,Spring,4.7,4.47,Yes,"Shopping,Food Tour,Trekking",5,453.65000000000003,1,3
Serene Falls,Mexico,North America,Beach,129.33,Winter,4.6,3.14,Yes,"Museum,Surfing",6,775.98,1,3
Lush Beach,Thailand,Asia,Historical,124.65,Autumn,4.0,9.81,No,"Skiing,Beach Volley,Food Tour",4,498.6,3,1
Grand Valley,Peru,South America,Beach,151.64,Winter,4.3,2.2,Yes,"Skiing,Surfing,Shopping",3,454.91999999999996,1,5
Crystal Plaza,New Zealand,Oceania,Adventure,225.68,Winter,4.3,7.19,Yes,Food Tour,6,1354.08,0,4
Lush Temple,France,Europe,Beach,57.69,Winter,4.2,4.28,No,"Museum,Trekking",12,692.28,1,2
Ancient Forest,Italy,Europe,City,108.57,Autumn,4.3,5.09,No,"Sightseeing,Beach Volley",11,1194.27,2,2
Crystal Falls,Kenya,Africa,City,103.91,Autumn,4.2,6.74,No,"Shopping,Beach Volley,Sightseeing",3,311.73,2,0
Sacred Forest,USA,North America,Religious,154.38,Summer,4.6,1.23,No,Sightseeing,13,2006.94,5,3
Serene Falls,Greece,Europe,Historical,122.67,Autumn,4.4,6.19,No,"Sightseeing,Shopping",4,490.68,3,2
Serene Plaza,Italy,Europe,Religious,224.93,Winter,4.9,3.04,No,"Trekking,Museum,Shopping",13,2924.09,5,2
Ancient Plaza,Peru,South America,Beach,190.57,Winter,4.2,7.21,No,"Surfing,Shopping,Trekking",5,952.8499999999999,1,5
Lush Park,Mexico,North America,Beach,71.25,Summer,4.8,3.08,No,"Shopping,Sightseeing",5,356.25,1,3
Lush Valley,Germany,Europe,Historical,200.88,Summer,4.6,9.49,Yes,"Sightseeing,Shopping",7,1406.1599999999999,3,2
Golden Beach,Kenya,Africa,Nature,139.25,Spring,4.6,6.08,No,Surfing,3,417.75,4,0
Ancient Ruins,Japan,Asia,Religious,202.37,Winter,4.9,4.38,No,"Trekking,Food Tour,Museum",11,2226.07,5,1
Hidden Pagoda,Vietnam,Asia,City,152.19,Spring,4.4,2.9,No,Shopping,9,1369.71,2,1
Mystic Canyon,Canada,North America,Beach,178.6,Autumn,4.5,4.29,No,"Surfing,Skiing,Museum",10,1786.0,1,3
Sacred Pagoda,Italy,Europe,Adventure,130.73,Autumn,4.6,6.89,No,Museum,9,1176.57,0,2
Hidden Pagoda,Canada,North America,Nature,148.82,Winter,4.4,1.38,No,"Museum,Beach Volley,Skiing",7,1041.74,4,3
Mystic Pagoda,Brazil,South America,Nature,165.83,Winter,4.6,4.62,Yes,"Skiing,Sightseeing,Trekking",7,1160.8100000000002,4,5
Sacred Plaza,Argentina,South America,Historical,128.16,Spring,4.0,7.37,No,"Museum,Sightseeing,Trekking",13,1666.08,3,5
Serene Falls,USA,North America,Beach,150.79,Spring,4.5,6.33,No,"Sightseeing,Skiing,Beach Volley",7,1055.53,1,3
Lush Forest,Spain,Europe,Religious,85.39,Autumn,4.7,7.28,Yes,"Shopping,Sightseeing,Beach Volley",6,512.34,5,2
Hidden Valley,Germany,Europe,Nature,167.96,Spring,4.7,0.63,No,"Food Tour,Sightseeing,Trekking",14,2351.44,4,2
Mystic Ruins,Greece,Europe,Nature,110.81,Summer,4.3,3.07,Yes,"Skiing,Trekking",14,1551.3400000000001,4,2
Ancient Beach,Italy,Europe,City,235.25,Summer,4.4,6.26,No,"Surfing,Skiing,Shopping",7,1646.75,2,2
Sacred Park,South Africa,Africa,Religious,121.0,Autumn,4.6,9.54,No,"Surfing,Skiing,Trekking",11,1331.0,5,0
Ancient Beach,South Africa,Africa,Historical,170.39,Summer,4.6,8.32,No,"Shopping,Food Tour,Surfing",5,851.9499999999999,3,0
Ancient Pagoda,Canada,North America,Religious,153.8,Autumn,4.7,2.4,No,"Sightseeing,Shopping,Trekking",7,1076.6000000000001,5,3
Grand Falls,Morocco,Africa,Beach,220.85,Spring,4.7,7.51,No,"Food Tour,Skiing",6,1325.1,1,0
Ancient Canyon,Italy,Europe,Nature,111.84,Spring,4.5,4.03,No,"Trekking,Museum,Sightseeing",3,335.52,4,2
Serene Forest,Spain,Europe,City,157.69,Summer,4.7,5.61,Yes,"Shopping,Sightseeing,Beach Volley",13,2049.97,2,2
Serene Park,China,Asia,City,110.7,Winter,4.1,9.01,No,Sightseeing,9,996.3000000000001,2,1
Hidden Pagoda,Morocco,Africa,City,205.35,Autumn,4.7,4.82,No,"Museum,Shopping",7,1437.45,2,0
Mystic Forest,Kenya,Africa,Adventure,83.07,Summer,4.7,7.2,Yes,Skiing,13,1079.9099999999999,0,0
Sacred Park,China,Asia,Nature,69.23,Spring,3.9,6.67,No,"Surfing,Skiing,Shopping",5,346.15000000000003,4,1
Hidden Falls,India,Asia,Historical,122.52,Spring,4.8,4.72,No,"Trekking,Shopping,Sightseeing",14,1715.28,3,1
Hidden Park,Thailand,Asia,Religious,115.48,Autumn,4.5,5.17,No,"Trekking,Skiing",4,461.92,5,1
Sacred Canyon,Mexico,North America,Nature,125.34,Winter,4.9,6.72,No,Trekking,4,501.36,4,3
Golden Beach,Japan,Asia,Adventure,115.04,Autumn,4.4,2.02,No,Skiing,10,1150.4,0,1
Crystal Beach,Argentina,South America,Nature,189.52,Summer,4.6,8.23,No,"Food Tour,Sightseeing",9,1705.68,4,5
Golden Canyon,Argentina,South America,City,115.28,Winter,4.6,3.25,No,"Shopping,Trekking",10,1152.8,2,5
Lush Falls,New Zealand,Oceania,Nature,95.74,Winter,4.3,5.39,Yes,"Museum,Food Tour",9,861.66,4,4
Serene Temple,Germany,Europe,City,42.76,Spring,4.7,3.86,No,"Shopping,Trekking,Skiing",3,128.28,2,2
Serene Valley,Brazil,South America,Historical,174.09,Summer,4.7,3.42,No,"Beach Volley,Sightseeing",10,1740.9,3,5
Ancient Park,Peru,South America,Adventure,92.72,Winter,4.1,5.3,No,"Food Tour,Skiing",8,741.76,0,5
Grand Valley,Morocco,Africa,Historical,138.51,Summer,4.2,5.76,No,"Sightseeing,Beach Volley",9,1246.59,3,0
Grand Plaza,Italy,Europe,Historical,79.97,Spring,4.5,8.66,No,"Food Tour,Museum,Surfing",10,799.7,3,2
Grand Beach,Greece,Europe,City,196.09,Summer,4.6,8.66,No,"Museum,Sightseeing",8,1568.72,2,2
Mystic Falls,Argentina,South America,Nature,130.53,Summer,5.0,6.3,No,"Food Tour,Trekking,Surfing",11,1435.83,4,5
Grand Pagoda,Australia,Oceania,Religious,173.68,Winter,4.2,2.2,Yes,"Food Tour,Surfing",5,868.4000000000001,5,4
Crystal Plaza,Egypt,Africa,Nature,98.15,Summer,4.7,1.62,Yes,"Food Tour,Surfing,Museum",11,1079.65,4,0
Golden Forest,Germany,Europe,City,198.79,Spring,4.8,5.39,Yes,Skiing,12,2385.48,2,2
Grand Ruins,China,Asia,Historical,135.95,Summer,4.6,3.87,No,"Surfing,Trekking",7,951.6499999999999,3,1
Serene Forest,Germany,Europe,Adventure,139.15,Winter,4.4,5.43,No,"Museum,Trekking",3,417.45000000000005,0,2
Crystal Plaza,Egypt,Africa,Religious,79.12,Winter,4.7,1.05,Yes,Museum,13,1028.56,5,0
Grand Plaza,Peru,South America,Religious,81.12,Summer,4.3,2.59,Yes,"Beach Volley,Food Tour",14,1135.68,5,5
Golden Canyon,Japan,Asia,Historical,155.63,Winter,4.6,5.79,No,Beach Volley,6,933.78,3,1
Lush Beach,USA,North America,Historical,70.7,Autumn,3.9,5.64,No,Surfing,5,353.5,3,3
Ancient Valley,Mexico,North America,City,204.3,Spring,4.8,2.13,Yes,"Museum,Trekking,Food Tour",8,1634.4,2,3
Crystal Beach,Italy,Europe,City,30.0,Winter,4.5,8.77,No,Trekking,4,120.0,2,2
Lush Beach,Peru,South America,Religious,177.44,Summer,5.0,1.6,No,"Surfing,Sightseeing,Trekking",10,1774.4,5,5
Sacred Canyon,Peru,South America,City,103.73,Winter,4.6,3.7,Yes,Beach Volley,13,1348.49,2,5
Golden Plaza,New Zealand,Oceania,Adventure,171.67,Winter,4.3,2.46,No,Museum,12,2060.04,0,4
Golden Canyon,South Africa,Africa,Religious,192.92,Summer,4.4,2.44,Yes,Sightseeing,4,771.68,5,0
Golden Valley,Canada,North America,Religious,30.0,Spring,4.6,0.67,Yes,"Shopping,Trekking,Food Tour",9,270.0,5,3
Hidden Valley,China,Asia,Religious,281.04,Spring,4.2,6.47,No,"Trekking,Beach Volley,Surfing",12,3372.4800000000005,5,1
Grand Forest,France,Europe,Historical,95.18,Autumn,4.8,0.59,Yes,"Sightseeing,Trekking",6,571.08,3,2
Sacred Valley,Greece,Europe,Historical,164.03,Autumn,5.0,8.44,No,Trekking,13,2132.39,3,2
Golden Beach,USA,North America,City,168.07,Autumn,4.6,5.11,No,"Museum,Trekking",11,1848.77,2,3
Grand Ruins,Mexico,North America,Nature,204.82,Spring,4.3,4.79,No,"Trekking,Sightseeing,Shopping",10,2048.2,4,3
Crystal Temple,France,Europe,Historical,166.69,Spring,4.4,8.88,No,"Trekking,Skiing,Surfing",5,833.45,3,2
